Name,Set Number,Set Name,Price (1),Date (1),Price (2),Date (2),$ Change
"Beatrice, Lady of the Eternal",BROL-EN086,Brothers of Legend,0.29,2021-12-04 ,0.22,2023-10-01 ,-0.07
Relinquished Anima,BROL-EN087,Brothers of Legend,1.87,2021-12-04 ,2.95,2023-10-01 ,1.08
Allure of Darkness,BROL-EN088,Brothers of Legend,1.91,2021-12-04 ,0.92,2023-10-01 ,-0.99
Rank-Up-Magic Argent Chaos Force,BROL-EN091,Brothers of Legend,0.18,2021-12-04 ,0.14,2023-10-01 ,-0.04
Resurgam Xyz,BROL-EN092,Brothers of Legend,0.17,2021-12-04 ,0.1,2023-10-01 ,-0.07
Void Feast,BROL-EN093,Brothers of Legend,0.16,2021-12-04 ,0.16,2023-10-01 ,0.0
Red-Eyes Dark Dragoon,BROL-EN094,Brothers of Legend,640.52,2021-12-04 ,204.67,2023-10-01 ,-435.85
Libromancer Geek Boy,BACH-EN000,Battle of Chaos,6.72,2022-02-16 ,1.84,2023-10-01 ,-4.88
Magikuriboh,BACH-EN001,Battle of Chaos,0.75,2022-02-16 ,0.65,2023-10-01 ,-0.1
Dimension Conjurer,BACH-EN002,Battle of Chaos,0.1,2022-02-16 ,0.09,2023-10-01 ,-0.01
Timaeus the United Dragon,BACH-EN003,Battle of Chaos,7.24,2022-02-16 ,4.23,2023-10-01 ,-3.01
Blue-Eyes Jet Dragon,BACH-EN004,Battle of Chaos,15.13,2022-02-16 ,14.97,2023-10-01 ,-0.16
Dictator of D.,BACH-EN005,Battle of Chaos,2.33,2022-02-16 ,1.86,2023-10-01 ,-0.47
Icejade Kosmochlor,BACH-EN006,Battle of Chaos,1.96,2022-02-16 ,1.66,2023-10-01 ,-0.3
Icejade Aegirine,BACH-EN007,Battle of Chaos,0.56,2022-02-16 ,0.62,2023-10-01 ,0.06
Icejade Creation Kingfisher,BACH-EN008,Battle of Chaos,0.12,2022-02-16 ,0.24,2023-10-01 ,0.12
Dinomorphia Therizia,BACH-EN009,Battle of Chaos,13.0,2022-02-16 ,2.12,2023-10-01 ,-10.88
Dinomorphia Therizia (Starlight Rare),BACH-EN009,Battle of Chaos,62.1,2022-02-16 ,64.2,2023-10-01 ,2.1
Dinomorphia Diplos,BACH-EN010,Battle of Chaos,0.09,2022-02-16 ,0.09,2023-10-01 ,0.0
Nordic Beast Gullinbursti,BACH-EN011,Battle of Chaos,0.18,2022-02-16 ,0.2,2023-10-01 ,0.02
Nordic Smith Ivaldi,BACH-EN012,Battle of Chaos,0.2,2022-02-16 ,0.26,2023-10-01 ,0.06
D/D Gryphon,BACH-EN013,Battle of Chaos,0.38,2022-02-16 ,0.31,2023-10-01 ,-0.07
Ghostrick Siren,BACH-EN014,Battle of Chaos,0.08,2022-02-16 ,0.07,2023-10-01 ,-0.01
Vampire Ghost,BACH-EN015,Battle of Chaos,0.48,2022-02-16 ,0.49,2023-10-01 ,0.01
S-Force Lapcewell,BACH-EN016,Battle of Chaos,0.1,2022-02-16 ,0.03,2023-10-01 ,-0.07
S-Force Retroactive,BACH-EN017,Battle of Chaos,0.11,2022-02-16 ,0.17,2023-10-01 ,0.06
"Neiroy, the Dream Mirror Traitor",BACH-EN018,Battle of Chaos,0.09,2022-02-16 ,0.04,2023-10-01 ,-0.05
Myutant Mutant,BACH-EN019,Battle of Chaos,0.13,2022-02-16 ,0.07,2023-10-01 ,-0.06
Epsilon The Magnet Warrior,BACH-EN020,Battle of Chaos,0.11,2022-02-16 ,0.04,2023-10-01 ,-0.07
The Agent of Destruction - Venus,BACH-EN021,Battle of Chaos,0.1,2022-02-16 ,0.1,2023-10-01 ,0.0
Kaiza the Hidden Star,BACH-EN022,Battle of Chaos,0.1,2022-02-16 ,0.05,2023-10-01 ,-0.05
"Simorgh, Bird of Perfection",BACH-EN023,Battle of Chaos,0.14,2022-02-16 ,0.16,2023-10-01 ,0.02
Skilled Brown Magician,BACH-EN024,Battle of Chaos,0.11,2022-02-16 ,0.06,2023-10-01 ,-0.05
Chaos Nephthys,BACH-EN025,Battle of Chaos,0.35,2022-02-16 ,0.24,2023-10-01 ,-0.11
"Epigonen, the Impersonation Invader",BACH-EN026,Battle of Chaos,0.11,2022-02-16 ,0.12,2023-10-01 ,0.01
Submareed Tour Ride,BACH-EN027,Battle of Chaos,0.09,2022-02-16 ,0.05,2023-10-01 ,-0.04
"Alice, Lady of Lament",BACH-EN028,Battle of Chaos,0.2,2022-02-16 ,0.23,2023-10-01 ,0.03
Leafplace Plaice,BACH-EN029,Battle of Chaos,0.1,2022-02-16 ,0.05,2023-10-01 ,-0.05
Mad Hacker,BACH-EN030,Battle of Chaos,0.09,2022-02-16 ,0.07,2023-10-01 ,-0.02
Silvervine Senri,BACH-EN031,Battle of Chaos,0.1,2022-02-16 ,0.03,2023-10-01 ,-0.07
Shining Piecephilia,BACH-EN032,Battle of Chaos,0.08,2022-02-16 ,0.08,2023-10-01 ,0.0
Darton the Mechanical Monstrosity,BACH-EN033,Battle of Chaos,0.08,2022-02-16 ,0.04,2023-10-01 ,-0.04
Illusion of Chaos,BACH-EN034,Battle of Chaos,39.45,2022-02-16 ,16.34,2023-10-01 ,-23.11
White Relic of Dogmatika,BACH-EN035,Battle of Chaos,0.14,2022-02-16 ,0.29,2023-10-01 ,0.15
Master of Chaos,BACH-EN036,Battle of Chaos,5.93,2022-02-16 ,2.33,2023-10-01 ,-3.6
Blue-Eyes Tyrant Dragon,BACH-EN037,Battle of Chaos,4.21,2022-02-16 ,4.57,2023-10-01 ,0.36
Dinomorphia Kentregina,BACH-EN038,Battle of Chaos,1.1,2022-02-16 ,0.46,2023-10-01 ,-0.64
Dinomorphia Stealthbergia,BACH-EN039,Battle of Chaos,0.15,2022-02-16 ,0.32,2023-10-01 ,0.17
Guardian Chimera,BACH-EN040,Battle of Chaos,19.13,2022-02-16 ,33.53,2023-10-01 ,14.4
Blue-Eyes Jet Dragon (Starlight Rare),BACH-EN004,Battle of Chaos,216.78,2022-02-16 ,118.65,2023-10-01 ,-98.13
Swordsoul Sinister Sovereign - Qixing Longyuan,BACH-EN041,Battle of Chaos,3.42,2022-02-16 ,1.49,2023-10-01 ,-1.93
Maple Maiden,BACH-EN042,Battle of Chaos,0.1,2022-02-16 ,0.04,2023-10-01 ,-0.06
Dark Dimension Soldier,BACH-EN043,Battle of Chaos,0.18,2022-02-16 ,0.12,2023-10-01 ,-0.06
D/D/D Deviser King Deus Machinex,BACH-EN044,Battle of Chaos,4.43,2022-02-16 ,4.28,2023-10-01 ,-0.15
The Zombie Vampire,BACH-EN045,Battle of Chaos,7.42,2022-02-16 ,2.77,2023-10-01 ,-4.65
Onibimaru Soul Sweeper,BACH-EN046,Battle of Chaos,0.13,2022-02-16 ,0.06,2023-10-01 ,-0.07
Ghostrick Festival,BACH-EN047,Battle of Chaos,0.09,2022-02-16 ,0.08,2023-10-01 ,-0.01
Vampire Fascinator,BACH-EN048,Battle of Chaos,0.14,2022-02-16 ,0.59,2023-10-01 ,0.45
"Dharc the Dark Charmer, Gloomy",BACH-EN049,Battle of Chaos,1.29,2022-02-16 ,1.43,2023-10-01 ,0.14
Vision with Eyes of Blue,BACH-EN050,Battle of Chaos,0.4,2022-02-16 ,0.32,2023-10-01 ,-0.08
Ultimate Fusion,BACH-EN051,Battle of Chaos,1.03,2022-02-16 ,2.26,2023-10-01 ,1.23
Icejade Cenote Enion Cradle,BACH-EN052,Battle of Chaos,0.1,2022-02-16 ,0.24,2023-10-01 ,0.14
Branded Disciple,BACH-EN053,Battle of Chaos,0.13,2022-02-16 ,0.12,2023-10-01 ,-0.01
Dogmatikamacabre,BACH-EN054,Battle of Chaos,0.12,2022-02-16 ,0.11,2023-10-01 ,-0.01
Nordic Relic Hlidskjalf,BACH-EN055,Battle of Chaos,0.15,2022-02-16 ,0.19,2023-10-01 ,0.04
Dark Contract with Patent License,BACH-EN056,Battle of Chaos,0.18,2022-02-16 ,0.19,2023-10-01 ,0.01
Ghostrick Shot,BACH-EN057,Battle of Chaos,0.09,2022-02-16 ,0.11,2023-10-01 ,0.02
Ogdoadic Serpent Strike,BACH-EN058,Battle of Chaos,0.13,2022-02-16 ,0.04,2023-10-01 ,-0.09
Ursarctic Radiation,BACH-EN059,Battle of Chaos,0.27,2022-02-16 ,0.61,2023-10-01 ,0.34
Floowandereeze and the Advent of Adventure,BACH-EN060,Battle of Chaos,13.11,2022-02-16 ,2.55,2023-10-01 ,-10.56
XYZ Combine,BACH-EN061,Battle of Chaos,0.13,2022-02-16 ,0.13,2023-10-01 ,0.0
Clear New World,BACH-EN062,Battle of Chaos,0.14,2022-02-16 ,0.13,2023-10-01 ,-0.01
Sales Ban,BACH-EN063,Battle of Chaos,6.85,2022-02-16 ,2.35,2023-10-01 ,-4.5
Top Share,BACH-EN064,Battle of Chaos,0.09,2022-02-16 ,0.04,2023-10-01 ,-0.05
Uradora of Fate,BACH-EN065,Battle of Chaos,0.09,2022-02-16 ,0.09,2023-10-01 ,0.0
Icejade Erosion,BACH-EN066,Battle of Chaos,0.12,2022-02-16 ,0.04,2023-10-01 ,-0.08
Swordsoul Strife,BACH-EN067,Battle of Chaos,0.1,2022-02-16 ,0.05,2023-10-01 ,-0.05
Dinomorphia Domain,BACH-EN068,Battle of Chaos,6.08,2022-02-16 ,2.34,2023-10-01 ,-3.74
Dinomorphia Alert,BACH-EN069,Battle of Chaos,0.1,2022-02-16 ,0.12,2023-10-01 ,0.02
Dinomorphia Brute,BACH-EN070,Battle of Chaos,0.1,2022-02-16 ,0.08,2023-10-01 ,-0.02
Dinomorphia Shell,BACH-EN071,Battle of Chaos,0.09,2022-02-16 ,0.04,2023-10-01 ,-0.05
Dinomorphia Sonic,BACH-EN072,Battle of Chaos,0.09,2022-02-16 ,0.09,2023-10-01 ,0.0
Dinomorphia Reversion,BACH-EN073,Battle of Chaos,0.15,2022-02-16 ,0.32,2023-10-01 ,0.17
Nordic Relic Svalinn,BACH-EN074,Battle of Chaos,0.16,2022-02-16 ,0.2,2023-10-01 ,0.04
D/D/D Headhunt,BACH-EN075,Battle of Chaos,0.13,2022-02-16 ,0.09,2023-10-01 ,-0.04
Ghostrick or Treat,BACH-EN076,Battle of Chaos,0.09,2022-02-16 ,0.07,2023-10-01 ,-0.02
Monster Rebirth,BACH-EN077,Battle of Chaos,0.11,2022-02-16 ,0.05,2023-10-01 ,-0.06
Tribe Drive,BACH-EN078,Battle of Chaos,0.11,2022-02-16 ,0.04,2023-10-01 ,-0.07
Imprudent Intrusion,BACH-EN079,Battle of Chaos,0.09,2022-02-16 ,0.04,2023-10-01 ,-0.05
End of the Line,BACH-EN080,Battle of Chaos,0.08,2022-02-16 ,0.07,2023-10-01 ,-0.01
Dragonbite,BACH-EN081,Battle of Chaos,0.43,2022-02-16 ,0.46,2023-10-01 ,0.03
Flowerdino,BACH-EN082,Battle of Chaos,0.11,2022-02-16 ,0.09,2023-10-01 ,-0.02
Rock Scales,BACH-EN083,Battle of Chaos,0.08,2022-02-16 ,0.04,2023-10-01 ,-0.04
The Great Double Casted Caster,BACH-EN084,Battle of Chaos,0.08,2022-02-16 ,0.05,2023-10-01 ,-0.03
Sol and Luna,BACH-EN085,Battle of Chaos,0.48,2022-02-16 ,0.58,2023-10-01 ,0.1
Libromancer Magigirl,BACH-EN086,Battle of Chaos,0.17,2022-02-16 ,0.25,2023-10-01 ,0.08
Libromancer Agent,BACH-EN087,Battle of Chaos,0.15,2022-02-16 ,0.26,2023-10-01 ,0.11
Libromancer Firestarter,BACH-EN088,Battle of Chaos,0.15,2022-02-16 ,0.22,2023-10-01 ,0.07
Libromancer Doombroker,BACH-EN089,Battle of Chaos,0.72,2022-02-16 ,0.53,2023-10-01 ,-0.19
Libromancer First Appearance,BACH-EN090,Battle of Chaos,1.78,2022-02-16 ,1.07,2023-10-01 ,-0.71
Libromancer Intervention,BACH-EN091,Battle of Chaos,0.16,2022-02-16 ,0.24,2023-10-01 ,0.08
Fire Opal Head,BACH-EN092,Battle of Chaos,0.11,2022-02-16 ,0.05,2023-10-01 ,-0.06
Doll Monster Miss Madchen,BACH-EN093,Battle of Chaos,0.1,2022-02-16 ,0.04,2023-10-01 ,-0.06
Doll Monster Bear-Bear,BACH-EN094,Battle of Chaos,0.09,2022-02-16 ,0.06,2023-10-01 ,-0.03
Smoke Mosquito,BACH-EN095,Battle of Chaos,0.13,2022-02-16 ,0.04,2023-10-01 ,-0.09
Nowru Aries the Vernal Dragon,BACH-EN096,Battle of Chaos,0.1,2022-02-16 ,0.04,2023-10-01 ,-0.06
Ukiyoe-P.U.N.K. Sharakusai,GRCR-EN001,The Grand Creators,0.1,2022-02-16 ,0.11,2023-10-01 ,0.01
Gagaku-P.U.N.K. Wa Gon,GRCR-EN002,The Grand Creators,0.19,2022-02-16 ,0.23,2023-10-01 ,0.04
Joruri-P.U.N.K. Madame Spider,GRCR-EN003,The Grand Creators,0.17,2022-02-16 ,0.27,2023-10-01 ,0.1
Noh-P.U.N.K. Ze Amin,GRCR-EN004,The Grand Creators,0.22,2022-02-16 ,0.25,2023-10-01 ,0.03
Noh-P.U.N.K. Foxy Tune,GRCR-EN005,The Grand Creators,7.66,2022-02-16 ,3.87,2023-10-01 ,-3.79
Noh-P.U.N.K. Foxy Tune (CR),GRCR-EN005,The Grand Creators,55.52,2022-02-16 ,26.16,2023-10-01 ,-29.36
Noh-P.U.N.K. Ogre Dance,GRCR-EN006,The Grand Creators,1.75,2022-02-16 ,1.2,2023-10-01 ,-0.55
Noh-P.U.N.K. Ogre Dance (CR),GRCR-EN006,The Grand Creators,21.98,2022-02-16 ,18.87,2023-10-01 ,-3.11
Ukiyoe-P.U.N.K. Rising Carp,GRCR-EN007,The Grand Creators,0.08,2022-02-16 ,0.06,2023-10-01 ,-0.02
Ukiyoe-P.U.N.K. Amazing Dragon,GRCR-EN008,The Grand Creators,1.89,2022-02-16 ,0.47,2023-10-01 ,-1.42
Gagaku-P.U.N.K. Wild Picking,GRCR-EN009,The Grand Creators,0.09,2022-02-16 ,0.11,2023-10-01 ,0.02
Gagaku-P.U.N.K. Crash Beat,GRCR-EN010,The Grand Creators,0.09,2022-02-16 ,0.1,2023-10-01 ,0.01
Joruri-P.U.N.K. Dangerous Gabu,GRCR-EN011,The Grand Creators,0.23,2022-02-16 ,0.24,2023-10-01 ,0.01
Joruri-P.U.N.K. Nashiwari Surprise,GRCR-EN012,The Grand Creators,0.11,2022-02-16 ,0.18,2023-10-01 ,0.07
Exosister Elis,GRCR-EN013,The Grand Creators,0.2,2022-02-16 ,0.32,2023-10-01 ,0.12
Exosister Stella,GRCR-EN014,The Grand Creators,0.2,2022-02-16 ,0.31,2023-10-01 ,0.11
Exosister Irene,GRCR-EN015,The Grand Creators,0.12,2022-02-16 ,0.16,2023-10-01 ,0.04
Exosister Sophia,GRCR-EN016,The Grand Creators,5.83,2022-02-16 ,3.89,2023-10-01 ,-1.94
Exosister Mikailis,GRCR-EN017,The Grand Creators,5.19,2022-02-16 ,3.89,2023-10-01 ,-1.3
Exosister Kaspitell,GRCR-EN018,The Grand Creators,0.1,2022-02-16 ,0.11,2023-10-01 ,0.01
Exosister Gibrine,GRCR-EN019,The Grand Creators,0.19,2022-02-16 ,0.25,2023-10-01 ,0.06
Exosister Asophiel,GRCR-EN020,The Grand Creators,0.16,2022-02-16 ,0.28,2023-10-01 ,0.12
Exosister Pax,GRCR-EN021,The Grand Creators,6.43,2022-02-16 ,2.92,2023-10-01 ,-3.51
Exosister Pax (CR),GRCR-EN021,The Grand Creators,33.74,2022-02-16 ,22.89,2023-10-01 ,-10.85
Exosister Arment,GRCR-EN022,The Grand Creators,0.14,2022-02-16 ,0.05,2023-10-01 ,-0.09
Exosister Carpedivem,GRCR-EN023,The Grand Creators,0.12,2022-02-16 ,0.1,2023-10-01 ,-0.02
Exosister Vadis,GRCR-EN024,The Grand Creators,0.18,2022-02-16 ,0.28,2023-10-01 ,0.1
Rite of Aramesir,GRCR-EN025,The Grand Creators,58.24,2022-02-16 ,5.95,2023-10-01 ,-52.29
Rite of Aramesir (CR),GRCR-EN025,The Grand Creators,135.18,2022-02-16 ,40.56,2023-10-01 ,-94.62
Water Enchantress of the Temple,GRCR-EN026,The Grand Creators,58.95,2022-02-16 ,1.58,2023-10-01 ,-57.37
Water Enchantress of the Temple (CR),GRCR-EN026,The Grand Creators,171.86,2022-02-16 ,37.18,2023-10-01 ,-134.68
Magicore Warrior of the Relics,GRCR-EN027,The Grand Creators,0.11,2022-02-16 ,0.15,2023-10-01 ,0.04
Wandering Gryphon Rider,GRCR-EN028,The Grand Creators,0.2,2022-02-16 ,0.22,2023-10-01 ,0.02
Fateful Adventure,GRCR-EN029,The Grand Creators,2.03,2022-02-16 ,3.08,2023-10-01 ,1.05
Fateful Adventure (CR),GRCR-EN029,The Grand Creators,40.15,2022-02-16 ,28.38,2023-10-01 ,-11.77
"Dunnell, the Noble Arms of Light",GRCR-EN030,The Grand Creators,0.05,2022-02-16 ,0.04,2023-10-01 ,-0.01
Starlit Papillon,GRCR-EN031,The Grand Creators,0.06,2022-02-16 ,0.04,2023-10-01 ,-0.02
"Dracoback, the Rideable Dragon",GRCR-EN032,The Grand Creators,0.1,2022-02-16 ,0.07,2023-10-01 ,-0.03
Zaralaam the Dark Palace,GRCR-EN033,The Grand Creators,0.05,2022-02-16 ,0.04,2023-10-01 ,-0.01
Forest of Lost Flowers,GRCR-EN034,The Grand Creators,0.06,2022-02-16 ,0.04,2023-10-01 ,-0.02
Thunder Discharge,GRCR-EN035,The Grand Creators,0.08,2022-02-16 ,0.03,2023-10-01 ,-0.05
Breath of Resurrection,GRCR-EN036,The Grand Creators,0.12,2022-02-16 ,0.14,2023-10-01 ,0.02
Zektrike Kou-ou,GRCR-EN037,The Grand Creators,1.1,2022-02-16 ,0.56,2023-10-01 ,-0.54
Zektrike Kou-ou (CR),GRCR-EN037,The Grand Creators,16.0,2022-02-16 ,8.78,2023-10-01 ,-7.22
Inzektor Hornet,GRCR-EN038,The Grand Creators,0.12,2022-02-16 ,0.06,2023-10-01 ,-0.06
Inzektor Hornet (CR),GRCR-EN038,The Grand Creators,30.8,2022-02-16 ,16.71,2023-10-01 ,-14.09
Inzektor Centipede,GRCR-EN039,The Grand Creators,0.07,2022-02-16 ,0.06,2023-10-01 ,-0.01
Inzektor Dragonfly (CR),GRCR-EN040,The Grand Creators,26.4,2022-02-16 ,13.57,2023-10-01 ,-12.83
Inzektor Hopper,GRCR-EN041,The Grand Creators,0.08,2022-02-16 ,0.06,2023-10-01 ,-0.02
Inzektor Ladybug,GRCR-EN042,The Grand Creators,0.08,2022-02-16 ,0.06,2023-10-01 ,-0.02
Risebell the Star Adjuster,GRCR-EN043,The Grand Creators,0.06,2022-02-16 ,0.07,2023-10-01 ,0.01
Gokipole,GRCR-EN044,The Grand Creators,0.08,2022-02-16 ,0.11,2023-10-01 ,0.03
Psychic Wheeleder,GRCR-EN045,The Grand Creators,0.11,2022-02-16 ,0.08,2023-10-01 ,-0.03
Psychic Tracker,GRCR-EN046,The Grand Creators,0.09,2022-02-16 ,0.12,2023-10-01 ,0.03
Inzektor Exa-Stag,GRCR-EN049,The Grand Creators,0.09,2022-02-16 ,0.04,2023-10-01 ,-0.05
"Castel, the Skyblaster Musketeer",GRCR-EN050,The Grand Creators,0.06,2022-02-16 ,0.08,2023-10-01 ,0.02
Inzektor Picofalena,GRCR-EN051,The Grand Creators,0.15,2022-02-16 ,0.14,2023-10-01 ,-0.01
Insect Imitation,GRCR-EN052,The Grand Creators,0.07,2022-02-16 ,0.07,2023-10-01 ,0.0
Hidden Armory,GRCR-EN054,The Grand Creators,0.07,2022-02-16 ,0.13,2023-10-01 ,0.06
Inzektor Sword - Zektkaliber,GRCR-EN056,The Grand Creators,0.1,2022-02-16 ,0.05,2023-10-01 ,-0.05
Torrential Tribute (CR),GRCR-EN057,The Grand Creators,89.23,2022-02-16 ,31.05,2023-10-01 ,-58.18
Xyz Universe,GRCR-EN058,The Grand Creators,0.09,2022-02-16 ,0.12,2023-10-01 ,0.03
Solemn Strike,GRCR-EN059,The Grand Creators,0.7,2022-02-16 ,0.3,2023-10-01 ,-0.4
Solemn Strike (CR),GRCR-EN059,The Grand Creators,64.06,2022-02-16 ,24.95,2023-10-01 ,-39.11
Emergency Teleport (CR),GRCR-EN055,The Grand Creators,67.21,2022-02-16 ,25.91,2023-10-01 ,-41.3
Ukiyoe-P.U.N.K. Amazing Dragon (CR),GRCR-EN008,The Grand Creators,26.22,2022-02-16 ,16.43,2023-10-01 ,-9.79
Exosister Sophia (CR),GRCR-EN016,The Grand Creators,29.77,2022-02-16 ,20.02,2023-10-01 ,-9.75
Parasite Paracide,LART-EN043,Battle of Chaos,5.01,2022-02-16 ,1.47,2023-10-01 ,-3.54
Doll Happiness,BACH-EN098,Battle of Chaos,0.09,2022-02-16 ,0.04,2023-10-01 ,-0.05
Smile Potion,BACH-EN099,Battle of Chaos,0.1,2022-02-16 ,0.05,2023-10-01 ,-0.05
The Dark Magicians (Starlight Rare),BACH-EN100,Battle of Chaos,297.21,2022-02-16 ,155.57,2023-10-01 ,-141.64
"Dharc the Dark Charmer, Gloomy (Starlight Rare)",BACH-EN049,Battle of Chaos,235.6,2022-02-16 ,260.64,2023-10-01 ,25.04
Illusion of Chaos (Starlight Rare),BACH-EN034,Battle of Chaos,193.21,2022-02-16 ,149.84,2023-10-01 ,-43.37
Blue-Eyes Alternative White Dragon,SBPR-EN003,The Grand Creators,800.0,2022-03-28 ,814.95,2023-10-01 ,14.95
Live Twin Lil-la,GEIM-EN014,Genesis Impact,0.48,2021-02-18 ,0.65,2023-10-01 ,0.17
Live Twin Lil-la,GEIM-EN014,Genesis Impact,0.47,2021-02-18 ,0.65,2023-10-01 ,0.18
Live Twin Ki-sikil,GEIM-EN013,Genesis Impact,0.69,2021-02-18 ,2.18,2023-10-01 ,1.49
Live Twin Ki-sikil,GEIM-EN013,Genesis Impact,0.69,2021-02-18 ,2.18,2023-10-01 ,1.49
Drytron Alpha Thuban,GEIM-EN024,Genesis Impact,0.51,2021-02-18 ,0.55,2023-10-01 ,0.04
Drytron Alpha Thuban,GEIM-EN024,Genesis Impact,0.5,2021-02-18 ,0.55,2023-10-01 ,0.05
"Crowley, the Magistus of Grimoires",GEIM-EN001,Genesis Impact,0.21,2021-02-18 ,0.16,2023-10-01 ,-0.05
"Crowley, the Magistus of Grimoires",GEIM-EN001,Genesis Impact,0.21,2021-02-18 ,0.16,2023-10-01 ,-0.05
Impcantation Chalislime,GEIM-EN047,Genesis Impact,0.29,2021-02-18 ,0.24,2023-10-01 ,-0.05
Impcantation Chalislime,GEIM-EN047,Genesis Impact,0.29,2021-02-18 ,0.24,2023-10-01 ,-0.05
Drytron Meteonis Quadrantids,GEIM-EN030,Genesis Impact,0.19,2021-02-18 ,0.17,2023-10-01 ,-0.02
Drytron Meteonis Quadrantids,GEIM-EN030,Genesis Impact,0.19,2021-02-18 ,0.17,2023-10-01 ,-0.02
"Aiwass, the Magistus Spell Spirit",GEIM-EN005,Genesis Impact,0.16,2021-02-18 ,0.22,2023-10-01 ,0.06
"Aiwass, the Magistus Spell Spirit",GEIM-EN005,Genesis Impact,0.16,2021-02-18 ,0.22,2023-10-01 ,0.06
"Vahram, the Magistus Divinity Dragon",GEIM-EN006,Genesis Impact,0.17,2021-02-18 ,0.17,2023-10-01 ,0.0
"Vahram, the Magistus Divinity Dragon",GEIM-EN006,Genesis Impact,0.17,2021-02-18 ,0.17,2023-10-01 ,0.0
"Ninaruru, the Magistus Glass Goddess",GEIM-EN007,Genesis Impact,0.17,2021-02-18 ,0.2,2023-10-01 ,0.03
"Ninaruru, the Magistus Glass Goddess",GEIM-EN007,Genesis Impact,0.17,2021-02-18 ,0.2,2023-10-01 ,0.03
Knightmare Unicorn,GEIM-EN050,Genesis Impact,0.87,2021-02-18 ,0.63,2023-10-01 ,-0.24
Knightmare Unicorn,GEIM-EN050,Genesis Impact,0.83,2021-02-18 ,0.63,2023-10-01 ,-0.2
Knightmare Phoenix,GEIM-EN051,Genesis Impact,0.53,2021-02-18 ,0.45,2023-10-01 ,-0.08
Knightmare Phoenix,GEIM-EN051,Genesis Impact,0.51,2021-02-18 ,0.45,2023-10-01 ,-0.06
Drytron Zeta Aldhibah,GEIM-EN028,Genesis Impact,0.16,2021-02-18 ,0.08,2023-10-01 ,-0.08
Drytron Zeta Aldhibah,GEIM-EN028,Genesis Impact,0.16,2021-02-18 ,0.08,2023-10-01 ,-0.08
Drytron Delta Altais,GEIM-EN027,Genesis Impact,0.17,2021-02-18 ,0.1,2023-10-01 ,-0.07
Drytron Delta Altais,GEIM-EN027,Genesis Impact,0.17,2021-02-18 ,0.1,2023-10-01 ,-0.07
Drytron Gamma Eltanin,GEIM-EN026,Genesis Impact,0.15,2021-02-18 ,0.09,2023-10-01 ,-0.06
Drytron Gamma Eltanin,GEIM-EN026,Genesis Impact,0.15,2021-02-18 ,0.09,2023-10-01 ,-0.06
Number 96: Dark Mist,GEIM-EN052,Genesis Impact,0.17,2021-02-18 ,0.09,2023-10-01 ,-0.08
Number 96: Dark Mist,GEIM-EN052,Genesis Impact,0.17,2021-02-18 ,0.09,2023-10-01 ,-0.08
Cyber Angel Benten,GEIM-EN040,Genesis Impact,0.28,2021-02-18 ,0.19,2023-10-01 ,-0.09
Cyber Angel Benten,GEIM-EN040,Genesis Impact,0.28,2021-02-18 ,0.19,2023-10-01 ,-0.09
Drytron Beta Rastaban,GEIM-EN025,Genesis Impact,0.15,2021-02-18 ,0.07,2023-10-01 ,-0.08
Drytron Beta Rastaban,GEIM-EN025,Genesis Impact,0.15,2021-02-18 ,0.07,2023-10-01 ,-0.08
"Endymion, the Magistus of Mastery",GEIM-EN004,Genesis Impact,0.14,2021-02-18 ,0.1,2023-10-01 ,-0.04
"Endymion, the Magistus of Mastery",GEIM-EN004,Genesis Impact,0.14,2021-02-18 ,0.1,2023-10-01 ,-0.04
"Rilliona, the Magistus of Verre",GEIM-EN003,Genesis Impact,12.37,2021-02-18 ,0.97,2023-10-01 ,-11.4
"Rilliona, the Magistus of Verre",GEIM-EN003,Genesis Impact,12.37,2021-02-18 ,0.97,2023-10-01 ,-11.4
Evil Twin Lil-la,GEIM-EN016,Genesis Impact,14.07,2021-02-18 ,1.01,2023-10-01 ,-13.06
Evil Twin Lil-la,GEIM-EN016,Genesis Impact,13.62,2021-02-18 ,1.01,2023-10-01 ,-12.61
Evil Twin Ki-sikil,GEIM-EN015,Genesis Impact,15.0,2021-02-18 ,2.15,2023-10-01 ,-12.85
Evil Twin Ki-sikil,GEIM-EN015,Genesis Impact,14.97,2021-02-18 ,2.15,2023-10-01 ,-12.82
"Zoroa, the Magistus of Flame",GEIM-EN002,Genesis Impact,1.87,2021-02-18 ,5.38,2023-10-01 ,3.51
"Zoroa, the Magistus of Flame",GEIM-EN002,Genesis Impact,1.84,2021-02-18 ,5.38,2023-10-01 ,3.54
"Artemis, the Magistus Moon Maiden",GEIM-EN008,Genesis Impact,6.58,2021-02-18 ,1.11,2023-10-01 ,-5.47
"Artemis, the Magistus Moon Maiden",GEIM-EN008,Genesis Impact,6.56,2021-02-18 ,1.11,2023-10-01 ,-5.45
Evil Twins Ki-sikil & Lil-la,GEIM-EN017,Genesis Impact,2.38,2021-02-18 ,9.99,2023-10-01 ,7.61
Evil Twins Ki-sikil & Lil-la,GEIM-EN017,Genesis Impact,2.38,2021-02-18 ,9.99,2023-10-01 ,7.61
Drytron Meteonis Draconids,GEIM-EN029,Genesis Impact,2.26,2021-02-18 ,1.91,2023-10-01 ,-0.35
